rental_id,fk_rental_contact_id,price,duration_type,fitting_date,pick_up_date,due_date,user_signature,user_sign_date,parent_guardian_signature,parent_guardian_sign_date,pick_up_signature,pick_up_sign_date,rental_contact_initial,ski_technician_signature,assisting_staff_fullname
679,47,160,Daily,3/24/2021,3/24/2021,3/26/2021 12:00,Emilia Rodriguez,3/24/2021,Emilia Rodriguez,3/24/2021,Emilia Rodriguez,3/24/2021,ER,John Florendo,John Florendo
680,93,60,Daily,3/27/2021,3/27/2021,3/29/2021 12:00,Leonardo Costa,3/27/2021,Leonardo Costa,3/27/2021,Leonardo Costa,3/27/2021,LC,John Florendo,John Florendo
681,14,249.99,Season,12/2/2019,12/2/2019,5/1/2020 12:00,Michael Anderson,12/2/2019,Michael Anderson,12/2/2019,Michael Anderson,12/2/2019,MA,Jude Willcox,Jude Willcox
682,85,60,Daily,3/23/2022,3/23/2022,3/25/2022 12:00,William Rodriguez,3/23/2022,William Rodriguez,3/23/2022,William Rodriguez,3/23/2022,WR,Riley Lathrop,Riley Lathrop
683,88,185,Daily,3/27/2020,3/27/2020,3/29/2020 12:00,Sofia Alves,3/27/2020,Sofia Alves,3/27/2020,Sofia Alves,3/27/2020,SA,Jake Lathrop,Jake Lathrop
684,28,249.99,Season,12/15/2020,12/15/2020,5/1/2021 12:00,Logan Turner,12/15/2020,Logan Turner,12/15/2020,Logan Turner,12/15/2020,LT,Curtis Fountain,Curtis Fountain
685,23,185,Weekly,1/1/2023,1/1/2023,1/8/2023 12:00,Mustafa Amin,1/1/2023,Mustafa Amin,1/1/2023,Mustafa Amin,1/1/2023,MA,Bryson Barradale,Bryson Barradale
686,98,239.98,Season,1/23/2023,1/23/2023,5/1/2023 12:00,Yusuf Abbas,1/23/2023,Yusuf Abbas,1/23/2023,Yusuf Abbas,1/23/2023,YA,Bryce Peters,Bryce Peters
687,27,55,Daily,12/30/2022,12/30/2022,1/1/2023 18:00,Samantha Martin,12/30/2022,Samantha Martin,12/30/2022,Samantha Martin,12/30/2022,SM,Bryson Barradale,Bryson Barradale
688,62,35,Daily,3/27/2021,3/27/2021,3/29/2021 12:00,Layla Ahmed,3/27/2021,Layla Ahmed,3/27/2021,Layla Ahmed,3/27/2021,LA,Razi Muzaffar,Razi Muzaffar
689,46,219.99,Season,12/6/2022,12/6/2022,5/1/2023 12:00,Jacob Reed,12/6/2022,Jacob Reed,12/6/2022,Jacob Reed,12/6/2022,JR,Kevin Baron,Kevin Baron
690,87,159.99,Season,3/27/2023,3/27/2023,5/1/2023 12:00,Owen Wilson,3/27/2023,Owen Wilson,3/27/2023,Owen Wilson,3/27/2023,OW,Jake Lathrop,Jake Lathrop
691,80,75,Daily,3/2/2023,3/2/2023,3/4/2023 12:00,Jakob Jensen,3/2/2023,Jakob Jensen,3/2/2023,Jakob Jensen,3/2/2023,JJ,Kevin Baron,Kevin Baron
692,24,119.99,Season,2/7/2020,2/7/2020,5/1/2020 12:00,Miguel Rodriguez,2/7/2020,Miguel Rodriguez,2/7/2020,Miguel Rodriguez,2/7/2020,MR,Carter Ash,Carter Ash
693,25,279.99,Season,2/10/2022,2/10/2022,5/1/2022 12:00,Ruby Foster,2/10/2022,Ruby Foster,2/10/2022,Ruby Foster,2/10/2022,RF,Kevin Baron,Kevin Baron
694,24,449.97,Season,4/10/2023,4/10/2023,5/1/2023 12:00,Miguel Rodriguez,4/10/2023,Miguel Rodriguez,4/10/2023,Miguel Rodriguez,4/10/2023,MR,Kevin Baron,Kevin Baron
695,68,55,Daily,3/21/2021,3/21/2021,3/23/2021 13:00,Leah Ross,3/21/2021,Leah Ross,3/21/2021,Leah Ross,3/21/2021,LR,Curtis Fountain,Curtis Fountain
696,22,55,Daily,4/6/2022,4/6/2022,4/8/2022 12:00,Audrey Coleman,4/6/2022,Audrey Coleman,4/6/2022,Audrey Coleman,4/6/2022,AC,Nathan Giboney,Nathan Giboney
697,81,579.98,Season,1/15/2020,1/15/2020,5/1/2020 12:00,Harper White,1/15/2020,Harper White,1/15/2020,Harper White,1/15/2020,HW,Bryson Barradale,Bryson Barradale
698,26,189.99,Season,1/15/2022,1/15/2022,5/1/2022 12:00,Emily Johnson,1/15/2022,Emily Johnson,1/15/2022,Emily Johnson,1/15/2022,EJ,Jordan Weiss,Jordan Weiss
699,17,169.99,Season,1/10/2023,1/10/2023,5/1/2023 12:00,Amir Shah,1/10/2023,Amir Shah,1/10/2023,Amir Shah,1/10/2023,AS,Bryce Peters,Bryce Peters
700,79,249.98,Season,2/21/2023,2/21/2023,5/1/2023 12:00,David Brown,2/21/2023,David Brown,2/21/2023,David Brown,2/21/2023,DB,Jude Willcox,Jude Willcox
701,66,55,Daily,12/28/2021,12/28/2021,12/30/2021 12:00,Anaya Singh,12/28/2021,Anaya Singh,12/28/2021,Anaya Singh,12/28/2021,AS,John Florendo,John Florendo
702,94,229.99,Season,2/8/2021,2/8/2021,5/1/2021 12:00,Gabriella Hill,2/8/2021,Gabriella Hill,2/8/2021,Gabriella Hill,2/8/2021,GH,Jake Lathrop,Jake Lathrop
703,83,169.99,Season,1/8/2022,1/8/2022,5/1/2022 12:00,Caleb King,1/8/2022,Caleb King,1/8/2022,Caleb King,1/8/2022,CK,Carter Ash,Carter Ash
704,1,199.99,Season,3/9/2020,3/9/2020,5/1/2020 12:00,Emma Johansson,3/9/2020,Emma Johansson,3/9/2020,Emma Johansson,3/9/2020,EJ,Nathan Giboney,Nathan Giboney
705,73,105,Daily,1/27/2020,1/27/2020,1/29/2020 12:00,Isabella Martinez,1/27/2020,Isabella Martinez,1/27/2020,Isabella Martinez,1/27/2020,IM,Jordan Weiss,Jordan Weiss
706,37,30,Daily,2/7/2020,2/7/2020,2/9/2020 12:00,Santiago Ramirez,2/7/2020,Santiago Ramirez,2/7/2020,Santiago Ramirez,2/7/2020,SR,Jude Willcox,Jude Willcox
707,9,50,Daily,1/2/2020,1/2/2020,1/4/2020 12:00,Giselle Diaz,1/2/2020,Giselle Diaz,1/2/2020,Giselle Diaz,1/2/2020,GD,Curtis Fountain,Curtis Fountain
708,3,455,Weekly,4/4/2021,4/4/2021,4/11/2021 18:00,Gabriel Carter,4/4/2021,Gabriel Carter,4/4/2021,Gabriel Carter,4/4/2021,GC,Jude Willcox,Jude Willcox
709,6,110,Daily,2/7/2021,2/7/2021,2/9/2021 12:00,James Nguyen,2/7/2021,James Nguyen,2/7/2021,James Nguyen,2/7/2021,JN,Razi Muzaffar,Razi Muzaffar
710,60,569.98,Season,12/10/2020,12/10/2020,5/1/2021 12:00,Sofia Fernandez,12/10/2020,Sofia Fernandez,12/10/2020,Sofia Fernandez,12/10/2020,SF,Razi Muzaffar,Razi Muzaffar
711,55,35,Daily,1/10/2023,1/10/2023,1/12/2023 12:00,Nathaniel Cook,1/10/2023,Nathaniel Cook,1/10/2023,Nathaniel Cook,1/10/2023,NC,Nathan Giboney,Nathan Giboney
712,44,135,Daily,2/12/2023,2/12/2023,2/14/2023 12:00,Isaac Scott,2/12/2023,Isaac Scott,2/12/2023,Isaac Scott,2/12/2023,IS,Nathan Giboney,Nathan Giboney
713,14,229.99,Season,12/25/2021,12/25/2021,5/1/2022 12:00,Michael Anderson,12/25/2021,Michael Anderson,12/25/2021,Michael Anderson,12/25/2021,MA,Jordan Weiss,Jordan Weiss
714,88,100,Daily,12/23/2021,12/23/2021,12/25/2021 12:00,Sofia Alves,12/23/2021,Sofia Alves,12/23/2021,Sofia Alves,12/23/2021,SA,Jake Lathrop,Jake Lathrop
715,90,199.99,Season,3/14/2023,3/14/2023,5/1/2023 12:00,Victoria Taylor,3/14/2023,Victoria Taylor,3/14/2023,Victoria Taylor,3/14/2023,VT,Riley Lathrop,Riley Lathrop
716,37,45,Daily,12/23/2020,12/23/2020,12/25/2020 12:00,Santiago Ramirez,12/23/2020,Santiago Ramirez,12/23/2020,Santiago Ramirez,12/23/2020,SR,Riley Lathrop,Riley Lathrop
717,54,419.97,Season,4/15/2021,4/15/2021,5/1/2021 12:00,Samuel Turner,4/15/2021,Samuel Turner,4/15/2021,Samuel Turner,4/15/2021,ST,Curtis Fountain,Curtis Fountain
718,59,35,Daily,12/23/2019,12/23/2019,12/25/2019 12:00,Audrey Walker,12/23/2019,Audrey Walker,12/23/2019,Audrey Walker,12/23/2019,AW,Jake Lathrop,Jake Lathrop
719,97,65,Daily,3/5/2023,3/5/2023,3/7/2023 12:00,Renata Costa,3/5/2023,Renata Costa,3/5/2023,Renata Costa,3/5/2023,RC,Nathan Giboney,Nathan Giboney
720,75,135,Daily,2/14/2022,2/14/2022,2/16/2022 12:00,Hugo Silva,2/14/2022,Hugo Silva,2/14/2022,Hugo Silva,2/14/2022,HS,Curtis Fountain,Curtis Fountain
721,18,269.99,Season,12/26/2021,12/26/2021,5/1/2022 12:00,Nabil Ali,12/26/2021,Nabil Ali,12/26/2021,Nabil Ali,12/26/2021,NA,Kevin Baron,Kevin Baron
722,75,95,Daily,1/10/2022,1/10/2022,1/12/2022 12:00,Hugo Silva,1/10/2022,Hugo Silva,1/10/2022,Hugo Silva,1/10/2022,HS,Jordan Weiss,Jordan Weiss
723,39,105,Daily,2/12/2020,2/12/2020,2/14/2020 12:00,Isabella Hernandez,2/12/2020,Isabella Hernandez,2/12/2020,Isabella Hernandez,2/12/2020,IH,Nathan Giboney,Nathan Giboney
724,83,939.96,Season,2/1/2022,2/1/2022,5/1/2022 12:00,Caleb King,2/1/2022,Caleb King,2/1/2022,Caleb King,2/1/2022,CK,Razi Muzaffar,Razi Muzaffar
725,7,90,Daily,4/15/2022,4/15/2022,4/17/2022 12:00,Olivia Brown,4/15/2022,Olivia Brown,4/15/2022,Olivia Brown,4/15/2022,OB,Nathan Giboney,Nathan Giboney
726,47,35,Daily,3/16/2021,3/16/2021,3/18/2021 14:00,Emilia Rodriguez,3/16/2021,Emilia Rodriguez,3/16/2021,Emilia Rodriguez,3/16/2021,ER,Jordan Weiss,Jordan Weiss
727,63,55,Daily,1/3/2021,1/3/2021,1/5/2021 12:00,Christopher Wright,1/3/2021,Christopher Wright,1/3/2021,Christopher Wright,1/3/2021,CW,Bryson Barradale,Bryson Barradale
728,66,75,Daily,2/18/2023,2/21/2023,2/23/2023 12:00,Anaya Singh,2/18/2023,Anaya Singh,2/18/2023,Anaya Singh,2/21/2023,AS,Kevin Baron,Kevin Baron
729,90,479.98,Season,12/24/2020,12/24/2020,5/1/2021 12:00,Victoria Taylor,12/24/2020,Victoria Taylor,12/24/2020,Victoria Taylor,12/24/2020,VT,Razi Muzaffar,Razi Muzaffar
730,70,160,Weekly,3/15/2020,3/15/2020,3/22/2020 12:00,Matthew Lewis,3/15/2020,Matthew Lewis,3/15/2020,Matthew Lewis,3/15/2020,ML,Jake Lathrop,Jake Lathrop
731,88,160,Daily,2/7/2021,2/7/2021,2/9/2021 12:00,Sofia Alves,2/7/2021,Sofia Alves,2/7/2021,Sofia Alves,2/7/2021,SA,Jude Willcox,Jude Willcox
732,52,220,Daily,12/11/2022,12/15/2022,12/17/2022 12:00,Omar Elsayed,12/11/2022,Omar Elsayed,12/11/2022,Omar Elsayed,12/15/2022,OE,Bryson Barradale,Bryson Barradale
733,72,55,Daily,4/15/2022,4/15/2022,4/17/2022 12:00,Cameron Davis,4/15/2022,Cameron Davis,4/15/2022,Cameron Davis,4/15/2022,CD,Bryce Peters,Bryce Peters
734,24,359.98,Season,2/10/2023,2/10/2023,5/1/2023 12:00,Miguel Rodriguez,2/10/2023,Miguel Rodriguez,2/10/2023,Miguel Rodriguez,2/10/2023,MR,John Florendo,John Florendo
735,35,139.99,Season,12/15/2020,12/15/2020,5/1/2021 12:00,Niklas Berg,12/15/2020,Niklas Berg,12/15/2020,Niklas Berg,12/15/2020,NB,Bryce Peters,Bryce Peters
736,45,99.99,Season,1/15/2023,1/15/2023,5/1/2023 12:00,Andriy Popov,1/15/2023,Andriy Popov,1/15/2023,Andriy Popov,1/15/2023,AP,Curtis Fountain,Curtis Fountain
737,92,130,Daily,1/25/2023,1/31/2023,2/2/2023 12:00,Sofia Santos,1/25/2023,Sofia Santos,1/25/2023,Sofia Santos,1/31/2023,SS,Jordan Weiss,Jordan Weiss
738,82,125,Daily,12/11/2021,12/11/2021,12/13/2021 12:00,Amelia Allen,12/11/2021,Amelia Allen,12/11/2021,Amelia Allen,12/11/2021,AA,Nathan Giboney,Nathan Giboney
739,57,219.99,Season,1/18/2022,1/18/2022,5/1/2022 12:00,Abdul Rahman,1/18/2022,Abdul Rahman,1/18/2022,Abdul Rahman,1/18/2022,AR,Jude Willcox,Jude Willcox
740,87,439.98,Season,3/15/2023,3/15/2023,5/1/2023 12:00,Owen Wilson,3/15/2023,Owen Wilson,3/15/2023,Owen Wilson,3/15/2023,OW,Riley Lathrop,Riley Lathrop
741,69,369.98,Season,2/3/2021,2/3/2021,5/1/2021 12:00,Ashley Phillips,2/3/2021,Ashley Phillips,2/3/2021,Ashley Phillips,2/3/2021,AP,Jordan Weiss,Jordan Weiss
742,96,799.97,Season,1/3/2022,1/3/2022,5/1/2022 12:00,Amelie Dupont,1/3/2022,Amelie Dupont,1/3/2022,Amelie Dupont,1/3/2022,AD,Carter Ash,Carter Ash
743,71,85,Daily,2/27/2022,2/27/2022,3/1/2022 12:00,Aaliyah Patel,2/27/2022,Aaliyah Patel,2/27/2022,Aaliyah Patel,2/27/2022,AP,Jake Lathrop,Jake Lathrop
744,5,80,Weekly,12/14/2020,12/14/2020,12/21/2020 16:00,Muhammad Khan,12/14/2020,Muhammad Khan,12/14/2020,Muhammad Khan,12/14/2020,MK,Bryson Barradale,Bryson Barradale
745,93,269.98,Season,2/9/2023,2/9/2023,5/1/2023 12:00,Leonardo Costa,2/9/2023,Leonardo Costa,2/9/2023,Leonardo Costa,2/9/2023,LC,Jordan Weiss,Jordan Weiss
746,32,65,Daily,2/23/2023,2/23/2023,2/25/2023 12:00,Noah Anderson,2/23/2023,Noah Anderson,2/23/2023,Noah Anderson,2/23/2023,NA,Razi Muzaffar,Razi Muzaffar
747,68,25,Daily,2/9/2023,2/9/2023,2/11/2023 12:00,Leah Ross,2/9/2023,Leah Ross,2/9/2023,Leah Ross,2/9/2023,LR,Carter Ash,Carter Ash
748,53,199.98,Season,12/24/2022,12/24/2022,5/1/2023 12:00,Federico Rossi,12/24/2022,Federico Rossi,12/24/2022,Federico Rossi,12/24/2022,FR,Curtis Fountain,Curtis Fountain
749,64,209.99,Season,3/2/2022,3/2/2022,5/1/2022 12:00,Daniel Lee,3/2/2022,Daniel Lee,3/2/2022,Daniel Lee,3/2/2022,DL,Bryce Peters,Bryce Peters
750,5,299.99,Season,2/26/2023,2/26/2023,5/1/2023 12:00,Muhammad Khan,2/26/2023,Muhammad Khan,2/26/2023,Muhammad Khan,2/26/2023,MK,Kevin Baron,Kevin Baron
751,50,359.98,Season,3/31/2022,3/31/2022,5/1/2022 12:00,Maria Hernandez,3/31/2022,Maria Hernandez,3/31/2022,Maria Hernandez,3/31/2022,MH,Razi Muzaffar,Razi Muzaffar
752,61,75,Daily,1/24/2023,1/24/2023,1/26/2023 12:00,Isaac Young,1/24/2023,Isaac Young,1/24/2023,Isaac Young,1/24/2023,IY,Bryson Barradale,Bryson Barradale
753,62,509.98,Season,12/18/2022,12/18/2022,5/1/2023 12:00,Layla Ahmed,12/18/2022,Layla Ahmed,12/18/2022,Layla Ahmed,12/18/2022,LA,Bryson Barradale,Bryson Barradale
754,50,279.99,Season,2/6/2020,2/13/2020,5/1/2020 12:00,Maria Hernandez,2/6/2020,Maria Hernandez,2/6/2020,Maria Hernandez,2/13/2020,MH,Riley Lathrop,Riley Lathrop
755,13,50,Daily,12/10/2020,12/10/2020,12/12/2020 12:00,Alessia Moretti,12/10/2020,Alessia Moretti,12/10/2020,Alessia Moretti,12/10/2020,AM,Jude Willcox,Jude Willcox
756,36,140,Daily,3/13/2022,3/13/2022,3/15/2022 12:00,Lila Patel,3/13/2022,Lila Patel,3/13/2022,Lila Patel,3/13/2022,LP,Jordan Weiss,Jordan Weiss
757,73,40,Daily,12/9/2021,12/9/2021,12/11/2021 12:00,Isabella Martinez,12/9/2021,Isabella Martinez,12/9/2021,Isabella Martinez,12/9/2021,IM,Jordan Weiss,Jordan Weiss
758,45,229.99,Season,3/21/2021,3/21/2021,5/1/2021 12:00,Andriy Popov,3/21/2021,Andriy Popov,3/21/2021,Andriy Popov,3/21/2021,AP,Riley Lathrop,Riley Lathrop
759,54,80,Daily,3/13/2020,3/13/2020,3/15/2020 12:00,Samuel Turner,3/13/2020,Samuel Turner,3/13/2020,Samuel Turner,3/13/2020,ST,Bryce Peters,Bryce Peters
760,31,289.99,Season,1/15/2021,1/15/2021,5/1/2021 12:00,Hailey Morris,1/15/2021,Hailey Morris,1/15/2021,Hailey Morris,1/15/2021,HM,Kevin Baron,Kevin Baron
761,78,85,Daily,12/21/2020,12/21/2020,12/23/2020 13:00,Ahmed Hassan,12/21/2020,Ahmed Hassan,12/21/2020,Ahmed Hassan,12/21/2020,AH,Razi Muzaffar,Razi Muzaffar
762,27,45,Daily,1/14/2023,1/14/2023,1/16/2023 12:00,Samantha Martin,1/14/2023,Samantha Martin,1/14/2023,Samantha Martin,1/14/2023,SM,John Florendo,John Florendo
763,86,409.98,Season,12/8/2019,12/15/2019,5/1/2020 12:00,Lina Ibrahim,12/8/2019,Lina Ibrahim,12/8/2019,Lina Ibrahim,12/15/2019,LI,Carter Ash,Carter Ash
764,68,30,Daily,12/2/2021,12/2/2021,12/4/2021 12:00,Leah Ross,12/2/2021,Leah Ross,12/2/2021,Leah Ross,12/2/2021,LR,Jude Willcox,Jude Willcox
765,75,69.99,Season,12/11/2020,12/11/2020,5/1/2021 12:00,Hugo Silva,12/11/2020,Hugo Silva,12/11/2020,Hugo Silva,12/11/2020,HS,Bryson Barradale,Bryson Barradale
766,15,40,Daily,1/5/2022,1/5/2022,1/7/2022 12:00,Hiba Ahmed,1/5/2022,Hiba Ahmed,1/5/2022,Hiba Ahmed,1/5/2022,HA,Nathan Giboney,Nathan Giboney
767,60,449.98,Season,2/14/2022,2/21/2022,5/1/2022 12:00,Sofia Fernandez,2/14/2022,Sofia Fernandez,2/14/2022,Sofia Fernandez,2/21/2022,SF,Jordan Weiss,Jordan Weiss
768,8,40,Daily,1/1/2020,1/1/2020,1/3/2020 12:00,Brandon Brown,1/1/2020,Brandon Brown,1/1/2020,Brandon Brown,1/1/2020,BB,Kevin Baron,Kevin Baron
769,9,100,Daily,4/15/2020,4/15/2020,4/17/2020 14:00,Giselle Diaz,4/15/2020,Giselle Diaz,4/15/2020,Giselle Diaz,4/15/2020,GD,John Florendo,John Florendo
770,87,45,Daily,3/21/2022,3/21/2022,3/23/2022 12:00,Owen Wilson,3/21/2022,Owen Wilson,3/21/2022,Owen Wilson,3/21/2022,OW,Jude Willcox,Jude Willcox
771,12,299.99,Season,2/11/2020,2/11/2020,5/1/2020 12:00,Scarlett Mitchell,2/11/2020,Scarlett Mitchell,2/11/2020,Scarlett Mitchell,2/11/2020,SM,Carter Ash,Carter Ash
772,17,509.98,Season,2/8/2022,2/8/2022,5/1/2022 12:00,Amir Shah,2/8/2022,Amir Shah,2/8/2022,Amir Shah,2/8/2022,AS,Jake Lathrop,Jake Lathrop
773,69,259.98,Season,12/7/2019,12/7/2019,5/1/2020 12:00,Ashley Phillips,12/7/2019,Ashley Phillips,12/7/2019,Ashley Phillips,12/7/2019,AP,Razi Muzaffar,Razi Muzaffar
774,41,89.99,Season,2/14/2022,2/14/2022,5/1/2022 12:00,Thiago Oliveira,2/14/2022,Thiago Oliveira,2/14/2022,Thiago Oliveira,2/14/2022,TO,Carter Ash,Carter Ash
775,51,275,Daily,12/4/2019,12/4/2019,12/6/2019 12:00,Maxim Kovalenko,12/4/2019,Maxim Kovalenko,12/4/2019,Maxim Kovalenko,12/4/2019,MK,Jude Willcox,Jude Willcox
776,45,130,Daily,4/7/2021,4/7/2021,4/9/2021 12:00,Andriy Popov,4/7/2021,Andriy Popov,4/7/2021,Andriy Popov,4/7/2021,AP,Jordan Weiss,Jordan Weiss
777,22,169.99,Season,1/11/2023,1/11/2023,5/1/2023 12:00,Audrey Coleman,1/11/2023,Audrey Coleman,1/11/2023,Audrey Coleman,1/11/2023,AC,Jordan Weiss,Jordan Weiss
778,33,229.98,Season,1/22/2023,1/22/2023,5/1/2023 12:00,Lea Dubois,1/22/2023,Lea Dubois,1/22/2023,Lea Dubois,1/22/2023,LD,Jordan Weiss,Jordan Weiss
779,3,40,Daily,2/7/2023,2/7/2023,2/9/2023 12:00,Gabriel Carter,2/7/2023,Gabriel Carter,2/7/2023,Gabriel Carter,2/7/2023,GC,Riley Lathrop,Riley Lathrop
780,68,65,Daily,3/11/2021,3/11/2021,3/13/2021 12:00,Leah Ross,3/11/2021,Leah Ross,3/11/2021,Leah Ross,3/11/2021,LR,Nathan Giboney,Nathan Giboney
781,34,50,Daily,4/6/2022,4/6/2022,4/8/2022 12:00,Avery Mitchell,4/6/2022,Avery Mitchell,4/6/2022,Avery Mitchell,4/6/2022,AM,Riley Lathrop,Riley Lathrop
782,33,50,Daily,12/15/2022,12/15/2022,12/17/2022 12:00,Lea Dubois,12/15/2022,Lea Dubois,12/15/2022,Lea Dubois,12/15/2022,LD,Jude Willcox,Jude Willcox
783,54,70,Weekly,12/6/2021,12/6/2021,12/13/2021 12:00,Samuel Turner,12/6/2021,Samuel Turner,12/6/2021,Samuel Turner,12/6/2021,ST,Riley Lathrop,Riley Lathrop
784,91,60,Daily,2/3/2021,2/3/2021,2/5/2021 12:00,Alejandra Torres,2/3/2021,Alejandra Torres,2/3/2021,Alejandra Torres,2/3/2021,AT,Nathan Giboney,Nathan Giboney
785,29,110,Daily,2/8/2021,2/8/2021,2/10/2021 12:00,Natalie Carter,2/8/2021,Natalie Carter,2/8/2021,Natalie Carter,2/8/2021,NC,Riley Lathrop,Riley Lathrop
786,63,139.99,Season,1/2/2021,1/2/2021,5/1/2021 12:00,Christopher Wright,1/2/2021,Christopher Wright,1/2/2021,Christopher Wright,1/2/2021,CW,Razi Muzaffar,Razi Muzaffar
787,70,25,Daily,2/1/2020,2/1/2020,2/3/2020 12:00,Matthew Lewis,2/1/2020,Matthew Lewis,2/1/2020,Matthew Lewis,2/1/2020,ML,Jordan Weiss,Jordan Weiss
788,37,309.98,Season,2/28/2022,2/28/2022,5/1/2022 12:00,Santiago Ramirez,2/28/2022,Santiago Ramirez,2/28/2022,Santiago Ramirez,2/28/2022,SR,Riley Lathrop,Riley Lathrop
789,1,119.99,Season,12/25/2020,12/25/2020,5/1/2021 12:00,Emma Johansson,12/25/2020,Emma Johansson,12/25/2020,Emma Johansson,12/25/2020,EJ,Riley Lathrop,Riley Lathrop
790,32,95,Daily,2/22/2020,2/22/2020,2/24/2020 12:00,Noah Anderson,2/22/2020,Noah Anderson,2/22/2020,Noah Anderson,2/22/2020,NA,Nathan Giboney,Nathan Giboney
791,59,250,Daily,12/4/2021,12/4/2021,12/6/2021 18:00,Audrey Walker,12/4/2021,Audrey Walker,12/4/2021,Audrey Walker,12/4/2021,AW,Jude Willcox,Jude Willcox
792,5,45,Daily,2/9/2020,2/9/2020,2/11/2020 12:00,Muhammad Khan,2/9/2020,Muhammad Khan,2/9/2020,Muhammad Khan,2/9/2020,MK,Jude Willcox,Jude Willcox
793,31,379.98,Season,2/1/2021,2/1/2021,5/1/2021 12:00,Hailey Morris,2/1/2021,Hailey Morris,2/1/2021,Hailey Morris,2/1/2021,HM,Riley Lathrop,Riley Lathrop
794,59,130,Daily,2/6/2023,2/6/2023,2/8/2023 12:00,Audrey Walker,2/6/2023,Audrey Walker,2/6/2023,Audrey Walker,2/6/2023,AW,John Florendo,John Florendo
795,89,139.99,Season,2/1/2021,2/1/2021,5/1/2021 12:00,Penelope Phillips,2/1/2021,Penelope Phillips,2/1/2021,Penelope Phillips,2/1/2021,PP,Jude Willcox,Jude Willcox
796,13,25,Daily,12/9/2020,12/9/2020,12/11/2020 12:00,Alessia Moretti,12/9/2020,Alessia Moretti,12/9/2020,Alessia Moretti,12/9/2020,AM,John Florendo,John Florendo
797,96,45,Daily,1/2/2023,1/2/2023,1/4/2023 12:00,Amelie Dupont,1/2/2023,Amelie Dupont,1/2/2023,Amelie Dupont,1/2/2023,AD,John Florendo,John Florendo
798,69,89.99,Season,2/23/2022,2/23/2022,5/1/2022 12:00,Ashley Phillips,2/23/2022,Ashley Phillips,2/23/2022,Ashley Phillips,2/23/2022,AP,John Florendo,John Florendo
799,39,829.95,Season,1/18/2020,1/18/2020,5/1/2020 12:00,Isabella Hernandez,1/18/2020,Isabella Hernandez,1/18/2020,Isabella Hernandez,1/18/2020,IH,Nathan Giboney,Nathan Giboney
800,71,449.98,Season,4/3/2021,4/3/2021,5/1/2021 12:00,Aaliyah Patel,4/3/2021,Aaliyah Patel,4/3/2021,Aaliyah Patel,4/3/2021,AP,Jordan Weiss,Jordan Weiss
